orig_address_ru,lat,lon,street_norm,housenumber_norm
"ул Киевская, д. 78, кв. 117",,,ул киевская,78
"ул Киевская, д. 78, кв. 119",,,ул киевская,78
"ул Киевская, д. 78, кв. 12",,,ул киевская,78
"ул Киевская, д. 78, кв. 120",,,ул киевская,78
"ул Киевская, д. 78, кв. 121",,,ул киевская,78
"ул Киевская, д. 78, кв. 122",,,ул киевская,78
"ул Киевская, д. 78, кв. 123",,,ул киевская,78
"ул Киевская, д. 78, кв. 126",,,ул киевская,78
"ул Киевская, д. 78, кв. 127",,,ул киевская,78
"ул Киевская, д. 78, кв. 128",,,ул киевская,78
"ул Киевская, д. 78, кв. 129",,,ул киевская,78
"ул Киевская, д. 78, кв. 132",,,ул киевская,78
"ул Киевская, д. 78, кв. 138",,,ул киевская,78
"ул Киевская, д. 78, кв. 140",,,ул киевская,78
"ул Киевская, д. 78, кв. 142",,,ул киевская,78
"ул Киевская, д. 78, кв. 143",,,ул киевская,78
"ул Киевская, д. 78, кв. 15",,,ул киевская,78
"ул Киевская, д. 78, кв. 2",,,ул киевская,78
"ул Киевская, д. 78, кв. 20",,,ул киевская,78
"ул Киевская, д. 78, кв. 23",,,ул киевская,78
"ул Киевская, д. 78, кв. 29",,,ул киевская,78
"ул Киевская, д. 78, кв. 3",,,ул киевская,78
"ул Киевская, д. 78, кв. 32",,,ул киевская,78
"ул Киевская, д. 78, кв. 35",,,ул киевская,78
"ул Киевская, д. 78, кв. 36",,,ул киевская,78
"ул Киевская, д. 78, кв. 37",,,ул киевская,78
"ул Киевская, д. 78, кв. 39",,,ул киевская,78
"ул Киевская, д. 78, кв. 4",,,ул киевская,78
"ул Киевская, д. 78, кв. 40",,,ул киевская,78
"ул Киевская, д. 78, кв. 43",,,ул киевская,78
"ул Киевская, д. 78, кв. 44",,,ул киевская,78
"ул Киевская, д. 78, кв. 45",,,ул киевская,78
"ул Киевская, д. 78, кв. 46",,,ул киевская,78
"ул Киевская, д. 78, кв. 47",,,ул киевская,78
"ул Киевская, д. 78, кв. 5",,,ул киевская,78
"ул Киевская, д. 78, кв. 53",,,ул киевская,78
"ул Киевская, д. 78, кв. 55",,,ул киевская,78
"ул Киевская, д. 78, кв. 59",,,ул киевская,78
"ул Киевская, д. 78, кв. 6",,,ул киевская,78
"ул Киевская, д. 78, кв. 60",,,ул киевская,78
"ул Киевская, д. 78, кв. 62",,,ул киевская,78
"ул Киевская, д. 78, кв. 63",,,ул киевская,78
"ул Киевская, д. 78, кв. 64",,,ул киевская,78
"ул Киевская, д. 78, кв. 65",,,ул киевская,78
"ул Киевская, д. 78, кв. 66",,,ул киевская,78
"ул Киевская, д. 78, кв. 67",,,ул киевская,78
"ул Киевская, д. 78, кв. 69",,,ул киевская,78
"ул Киевская, д. 78, кв. 77",,,ул киевская,78
"ул Киевская, д. 78, кв. 78",,,ул киевская,78
"ул Киевская, д. 78, кв. 80",,,ул киевская,78
"ул Киевская, д. 78, кв. 85",,,ул киевская,78
"ул Киевская, д. 78, кв. 86",,,ул киевская,78
"ул Киевская, д. 78, кв. 87",,,ул киевская,78
"ул Киевская, д. 78, кв. 90",,,ул киевская,78
"ул Киевская, д. 78, кв. 91",,,ул киевская,78
"ул Киевская, д. 78, кв. 92",,,ул киевская,78
"ул Киевская, д. 78, кв. 93",,,ул киевская,78
"ул Киевская, д. 78, кв. 94",,,ул киевская,78
"ул Киевская, д. 78, кв. 98",,,ул киевская,78
"ул Киевская, д. 78, кв. 99",,,ул киевская,78
"ул Киевская, д. 80, кв. 1",,,ул киевская,80
"ул Киевская, д. 80, кв. 100",,,ул киевская,80
"ул Киевская, д. 80, кв. 102",,,ул киевская,80
"ул Киевская, д. 80, кв. 103",,,ул киевская,80
"ул Киевская, д. 80, кв. 104",,,ул киевская,80
"ул Киевская, д. 80, кв. 105",,,ул киевская,80
"ул Киевская, д. 80, кв. 11",,,ул киевская,80
"ул Киевская, д. 80, кв. 13",,,ул киевская,80
"ул Киевская, д. 80, кв. 16",,,ул киевская,80
"ул Киевская, д. 80, кв. 17",,,ул киевская,80
"ул Киевская, д. 80, кв. 23",,,ул киевская,80
"ул Киевская, д. 80, кв. 24",,,ул киевская,80
"ул Киевская, д. 80, кв. 28",,,ул киевская,80
"ул Киевская, д. 80, кв. 3",,,ул киевская,80
"ул Киевская, д. 80, кв. 30",,,ул киевская,80
"ул Киевская, д. 80, кв. 31",,,ул киевская,80
"ул Киевская, д. 80, кв. 34",,,ул киевская,80
"ул Киевская, д. 80, кв. 40",,,ул киевская,80
"ул Киевская, д. 80, кв. 41",,,ул киевская,80
"ул Киевская, д. 80, кв. 42",,,ул киевская,80
"ул Киевская, д. 80, кв. 44",,,ул киевская,80
"ул Киевская, д. 80, кв. 45",,,ул киевская,80
"ул Киевская, д. 80, кв. 50",,,ул киевская,80
"ул Киевская, д. 80, кв. 51",,,ул киевская,80
"ул Киевская, д. 80, кв. 52",,,ул киевская,80
"ул Киевская, д. 80, кв. 53",,,ул киевская,80
"ул Киевская, д. 80, кв. 54",,,ул киевская,80
"ул Киевская, д. 80, кв. 56",,,ул киевская,80
"ул Киевская, д. 80, кв. 58",,,ул киевская,80
"ул Киевская, д. 80, кв. 60",,,ул киевская,80
"ул Киевская, д. 80, кв. 61",,,ул киевская,80
"ул Киевская, д. 80, кв. 63",,,ул киевская,80
"ул Киевская, д. 80, кв. 66",,,ул киевская,80
"ул Киевская, д. 80, кв. 71",,,ул киевская,80
"ул Киевская, д. 80, кв. 73",,,ул киевская,80
"ул Киевская, д. 80, кв. 74",,,ул киевская,80
"ул Киевская, д. 80, кв. 75",,,ул киевская,80
"ул Киевская, д. 80, кв. 77",,,ул киевская,80
"ул Киевская, д. 80, кв. 78",,,ул киевская,80
"ул Киевская, д. 80, кв. 80",,,ул киевская,80
"ул Киевская, д. 80, кв. 83",,,ул киевская,80
"ул Киевская, д. 80, кв. 84",,,ул киевская,80
"ул Киевская, д. 80, кв. 85",,,ул киевская,80
"ул Киевская, д. 80, кв. 86",,,ул киевская,80
"ул Киевская, д. 80, кв. 87",,,ул киевская,80
"ул Киевская, д. 80, кв. 89",,,ул киевская,80
"ул Киевская, д. 80, кв. 90",,,ул киевская,80
"ул Киевская, д. 80, кв. 91",,,ул киевская,80
"ул Киевская, д. 80, кв. 93",,,ул киевская,80
"ул Киевская, д. 80, кв. 98",,,ул киевская,80
"ул Киевская, д. 82, кв. 10",,,ул киевская,82
"ул Киевская, д. 82, кв. 100",,,ул киевская,82
"ул Киевская, д. 82, кв. 103",,,ул киевская,82
"ул Киевская, д. 82, кв. 104",,,ул киевская,82
"ул Киевская, д. 82, кв. 105",,,ул киевская,82
"ул Киевская, д. 82, кв. 106",,,ул киевская,82
"ул Киевская, д. 82, кв. 107",,,ул киевская,82
"ул Киевская, д. 82, кв. 11",,,ул киевская,82
"ул Киевская, д. 82, кв. 111",,,ул киевская,82
"ул Киевская, д. 82, кв. 113",,,ул киевская,82
"ул Киевская, д. 82, кв. 115",,,ул киевская,82
"ул Киевская, д. 82, кв. 12",,,ул киевская,82
"ул Киевская, д. 82, кв. 123",,,ул киевская,82
"ул Киевская, д. 82, кв. 127",,,ул киевская,82
"ул Киевская, д. 82, кв. 129",,,ул киевская,82
"ул Киевская, д. 82, кв. 13",,,ул киевская,82
"ул Киевская, д. 82, кв. 130",,,ул киевская,82
"ул Киевская, д. 82, кв. 132",,,ул киевская,82
"ул Киевская, д. 82, кв. 133",,,ул киевская,82
"ул Киевская, д. 82, кв. 134",,,ул киевская,82
"ул Киевская, д. 82, кв. 136",,,ул киевская,82
"ул Киевская, д. 82, кв. 137",,,ул киевская,82
"ул Киевская, д. 82, кв. 138",,,ул киевская,82
"ул Киевская, д. 82, кв. 139",,,ул киевская,82
"ул Киевская, д. 82, кв. 142",,,ул киевская,82
"ул Киевская, д. 82, кв. 143",,,ул киевская,82
"ул Киевская, д. 82, кв. 18",,,ул киевская,82
"ул Киевская, д. 82, кв. 19",,,ул киевская,82
"ул Киевская, д. 82, кв. 20",,,ул киевская,82
"ул Киевская, д. 82, кв. 21",,,ул киевская,82
"ул Киевская, д. 82, кв. 23",,,ул киевская,82
"ул Киевская, д. 82, кв. 26",,,ул киевская,82
"ул Киевская, д. 82, кв. 30",,,ул киевская,82
"ул Киевская, д. 82, кв. 31",,,ул киевская,82
"ул Киевская, д. 82, кв. 34",,,ул киевская,82
"ул Киевская, д. 82, кв. 35",,,ул киевская,82
"ул Киевская, д. 82, кв. 37",,,ул киевская,82
"ул Киевская, д. 82, кв. 4",,,ул киевская,82
"ул Киевская, д. 82, кв. 40",,,ул киевская,82
"ул Киевская, д. 82, кв. 42",,,ул киевская,82
"ул Киевская, д. 82, кв. 45",,,ул киевская,82
"ул Киевская, д. 82, кв. 46",,,ул киевская,82
"ул Киевская, д. 82, кв. 48",,,ул киевская,82
"ул Киевская, д. 82, кв. 49",,,ул киевская,82
"ул Киевская, д. 82, кв. 5",,,ул киевская,82
"ул Киевская, д. 82, кв. 50",,,ул киевская,82
"ул Киевская, д. 82, кв. 51",,,ул киевская,82
"ул Киевская, д. 82, кв. 54",,,ул киевская,82
"ул Киевская, д. 82, кв. 55",,,ул киевская,82
"ул Киевская, д. 82, кв. 57",,,ул киевская,82
"ул Киевская, д. 82, кв. 60",,,ул киевская,82
"ул Киевская, д. 82, кв. 61",,,ул киевская,82
"ул Киевская, д. 82, кв. 64",,,ул киевская,82
"ул Киевская, д. 82, кв. 65",,,ул киевская,82
"ул Киевская, д. 82, кв. 66",,,ул киевская,82
"ул Киевская, д. 82, кв. 67",,,ул киевская,82
"ул Киевская, д. 82, кв. 69",,,ул киевская,82
"ул Киевская, д. 82, кв. 7",,,ул киевская,82
"ул Киевская, д. 82, кв. 71",,,ул киевская,82
"ул Киевская, д. 82, кв. 73",,,ул киевская,82
"ул Киевская, д. 82, кв. 78",,,ул киевская,82
"ул Киевская, д. 82, кв. 8",,,ул киевская,82
"ул Киевская, д. 82, кв. 81",,,ул киевская,82
"ул Киевская, д. 82, кв. 84",,,ул киевская,82
"ул Киевская, д. 82, кв. 85",,,ул киевская,82
"ул Киевская, д. 82, кв. 86",,,ул киевская,82
"ул Киевская, д. 82, кв. 90",,,ул киевская,82
"ул Киевская, д. 82, кв. 92",,,ул киевская,82
"ул Киевская, д. 82, кв. 93",,,ул киевская,82
"ул Киевская, д. 82, кв. 94",,,ул киевская,82
"ул Киевская, д. 82, кв. 95",,,ул киевская,82
"ул Киевская, д. 82, кв. 96",,,ул киевская,82
"ул Киевская, д. 82, кв. 97",,,ул киевская,82
"ул Киевская, д. 84, кв. 14",,,ул киевская,84
"ул Киевская, д. 84, кв. 16",,,ул киевская,84
"ул Киевская, д. 84, кв. 18",,,ул киевская,84
"ул Киевская, д. 84, кв. 2",,,ул киевская,84
"ул Киевская, д. 84, кв. 23",,,ул киевская,84
"ул Киевская, д. 84, кв. 27",,,ул киевская,84
"ул Киевская, д. 84, кв. 28",,,ул киевская,84
"ул Киевская, д. 84, кв. 29",,,ул киевская,84
"ул Киевская, д. 84, кв. 3",,,ул киевская,84
"ул Киевская, д. 84, кв. 30",,,ул киевская,84
"ул Киевская, д. 84, кв. 32",,,ул киевская,84
"ул Киевская, д. 84, кв. 36",,,ул киевская,84
"ул Киевская, д. 84, кв. 38",,,ул киевская,84
"ул Киевская, д. 84, кв. 39",,,ул киевская,84
"ул Киевская, д. 84, кв. 42",,,ул киевская,84
"ул Киевская, д. 84, кв. 43",,,ул киевская,84
"ул Киевская, д. 84, кв. 44",,,ул киевская,84
"ул Киевская, д. 84, кв. 49",,,ул киевская,84
"ул Киевская, д. 84, кв. 50",,,ул киевская,84
"ул Киевская, д. 84, кв. 52",,,ул киевская,84
"ул Киевская, д. 84, кв. 56",,,ул киевская,84
"ул Киевская, д. 84, кв. 58",,,ул киевская,84
"ул Киевская, д. 84, кв. 59",,,ул киевская,84
"ул Киевская, д. 84, кв. 6",,,ул киевская,84
"ул Киевская, д. 84, кв. 60",,,ул киевская,84
"ул Киевская, д. 84, кв. 61",,,ул киевская,84
"ул Киевская, д. 84, кв. 62",,,ул киевская,84
"ул Киевская, д. 84, кв. 63",,,ул киевская,84
"ул Киевская, д. 84, кв. 64",,,ул киевская,84
"ул Киевская, д. 84, кв. 65",,,ул киевская,84
"ул Киевская, д. 84, кв. 70",,,ул киевская,84
"ул Киевская, д. 84, кв. 72",,,ул киевская,84
"ул Киевская, д. 84, кв. 9",,,ул киевская,84
"ул Киевская, д. 86, кв. 1",,,ул киевская,86
"ул Киевская, д. 86, кв. 10",,,ул киевская,86
"ул Киевская, д. 86, кв. 101",,,ул киевская,86
"ул Киевская, д. 86, кв. 103",,,ул киевская,86
"ул Киевская, д. 86, кв. 104",,,ул киевская,86
"ул Киевская, д. 86, кв. 105",,,ул киевская,86
"ул Киевская, д. 86, кв. 107",,,ул киевская,86
"ул Киевская, д. 86, кв. 108",,,ул киевская,86
"ул Киевская, д. 86, кв. 11",,,ул киевская,86
"ул Киевская, д. 86, кв. 112",,,ул киевская,86
"ул Киевская, д. 86, кв. 113",,,ул киевская,86
"ул Киевская, д. 86, кв. 115",,,ул киевская,86
"ул Киевская, д. 86, кв. 117",,,ул киевская,86
"ул Киевская, д. 86, кв. 119",,,ул киевская,86
"ул Киевская, д. 86, кв. 12",,,ул киевская,86
"ул Киевская, д. 86, кв. 120",,,ул киевская,86
"ул Киевская, д. 86, кв. 121",,,ул киевская,86
"ул Киевская, д. 86, кв. 122",,,ул киевская,86
"ул Киевская, д. 86, кв. 124",,,ул киевская,86
"ул Киевская, д. 86, кв. 126",,,ул киевская,86
"ул Киевская, д. 86, кв. 127",,,ул киевская,86
"ул Киевская, д. 86, кв. 129",,,ул киевская,86
"ул Киевская, д. 86, кв. 131",,,ул киевская,86
"ул Киевская, д. 86, кв. 132",,,ул киевская,86
"ул Киевская, д. 86, кв. 134",,,ул киевская,86
"ул Киевская, д. 86, кв. 135",,,ул киевская,86
"ул Киевская, д. 86, кв. 137",,,ул киевская,86
"ул Киевская, д. 86, кв. 138",,,ул киевская,86
"ул Киевская, д. 86, кв. 141",,,ул киевская,86
"ул Киевская, д. 86, кв. 142",,,ул киевская,86
"ул Киевская, д. 86, кв. 143",,,ул киевская,86
"ул Киевская, д. 86, кв. 144",,,ул киевская,86
"ул Киевская, д. 86, кв. 16",,,ул киевская,86
"ул Киевская, д. 86, кв. 17",,,ул киевская,86
"ул Киевская, д. 86, кв. 19",,,ул киевская,86
"ул Киевская, д. 86, кв. 21",,,ул киевская,86
"ул Киевская, д. 86, кв. 23",,,ул киевская,86
"ул Киевская, д. 86, кв. 26",,,ул киевская,86
"ул Киевская, д. 86, кв. 28",,,ул киевская,86
"ул Киевская, д. 86, кв. 29",,,ул киевская,86
"ул Киевская, д. 86, кв. 34",,,ул киевская,86
"ул Киевская, д. 86, кв. 35",,,ул киевская,86
"ул Киевская, д. 86, кв. 36",,,ул киевская,86
"ул Киевская, д. 86, кв. 37",,,ул киевская,86
"ул Киевская, д. 86, кв. 39",,,ул киевская,86
"ул Киевская, д. 86, кв. 4",,,ул киевская,86
"ул Киевская, д. 86, кв. 40",,,ул киевская,86
"ул Киевская, д. 86, кв. 42",,,ул киевская,86
"ул Киевская, д. 86, кв. 44",,,ул киевская,86
"ул Киевская, д. 86, кв. 47",,,ул киевская,86
"ул Киевская, д. 86, кв. 49",,,ул киевская,86
"ул Киевская, д. 86, кв. 5",,,ул киевская,86
"ул Киевская, д. 86, кв. 51",,,ул киевская,86
"ул Киевская, д. 86, кв. 53",,,ул киевская,86
"ул Киевская, д. 86, кв. 57",,,ул киевская,86
"ул Киевская, д. 86, кв. 59",,,ул киевская,86
"ул Киевская, д. 86, кв. 6",,,ул киевская,86
"ул Киевская, д. 86, кв. 63",,,ул киевская,86
"ул Киевская, д. 86, кв. 64",,,ул киевская,86
"ул Киевская, д. 86, кв. 65",,,ул киевская,86
"ул Киевская, д. 86, кв. 66",,,ул киевская,86
"ул Киевская, д. 86, кв. 67",,,ул киевская,86
"ул Киевская, д. 86, кв. 68",,,ул киевская,86
"ул Киевская, д. 86, кв. 69",,,ул киевская,86
"ул Киевская, д. 86, кв. 7",,,ул киевская,86
"ул Киевская, д. 86, кв. 71",,,ул киевская,86
"ул Киевская, д. 86, кв. 72",,,ул киевская,86
"ул Киевская, д. 86, кв. 73",,,ул киевская,86
"ул Киевская, д. 86, кв. 74",,,ул киевская,86
"ул Киевская, д. 86, кв. 75",,,ул киевская,86
"ул Киевская, д. 86, кв. 76",,,ул киевская,86
"ул Киевская, д. 86, кв. 8",,,ул киевская,86
"ул Киевская, д. 86, кв. 81",,,ул киевская,86
"ул Киевская, д. 86, кв. 83",,,ул киевская,86
"ул Киевская, д. 86, кв. 85",,,ул киевская,86
"ул Киевская, д. 86, кв. 86",,,ул киевская,86
"ул Киевская, д. 86, кв. 87",,,ул киевская,86
"ул Киевская, д. 86, кв. 89",,,ул киевская,86
"ул Киевская, д. 86, кв. 9",,,ул киевская,86
"ул Киевская, д. 86, кв. 90",,,ул киевская,86
"ул Киевская, д. 86, кв. 93",,,ул киевская,86
"ул Киевская, д. 86, кв. 95",,,ул киевская,86
"ул Киевская, д. 86, кв. 96",,,ул киевская,86
"ул Киевская, д. 86, кв. 97",,,ул киевская,86
"ул Киевская, д. 86, кв. 99",,,ул киевская,86
"ул Киевская, д. 94, кв. 46",,,ул киевская,94
"ул Киевская, д.51, кв.14",,,ул киевская,51
"ул Киевская, д.51, кв.24",,,ул киевская,51
"ул Киевская, д.51, кв.25",,,ул киевская,51
"ул Киевская, д.51, кв.64",,,ул киевская,51
"ул Киевская, д.57, кв.106",,,ул киевская,57
"ул Киевская, д.57, кв.131",,,ул киевская,57
"ул Киевская, д.60, кв.26",,,ул киевская,60
"ул Киевская, д.61, кв.107",,,ул киевская,61
"ул Киевская, д.61, кв.116",,,ул киевская,61
"ул Киевская, д.61, кв.118",,,ул киевская,61
"ул Киевская, д.61, кв.124",,,ул киевская,61
"ул Киевская, д.61, кв.135",,,ул киевская,61
"ул Киевская, д.61, кв.139",,,ул киевская,61
"ул Киевская, д.61, кв.144",,,ул киевская,61
"ул Киевская, д.61, кв.97",,,ул киевская,61
"ул Киевская, д.82, кв.116",,,ул киевская,82
"ул Краснодонская (Мацука), д. 25а",,,ул краснодонская (мацука),25а
"ул Краснодонская (Мацука), д. 27",,,ул краснодонская (мацука),27
"ул Лазо (Рождественская), 23",,,ул лазо (рождественская),23
"ул Лазурная, д. 16",,,ул лазурная,16
"ул Ландшафтная, 57",,,ул ландшафтная,57
"ул Ландшафтная, д. 37",,,ул ландшафтная,37
"ул Ландшафтная, д. 7",,,ул ландшафтная,7
"ул Ландшафтная, д. 8",,,ул ландшафтная,8
"ул Левобережная, д. 14",,,ул левобережная,14
"ул Левобережная, д. 26/4",,,ул левобережная,26/4
"ул Левобережная, д. 6Б",,,ул левобережная,6б
"ул Луначарского (Рубиновая), 21/41",,,ул луначарского (рубиновая),21/41
"ул Луначарского (Рубиновая), 22/38",,,ул луначарского (рубиновая),22/38
"ул Луначарского (Рубиновая), 6",,,ул луначарского (рубиновая),6
"ул Луначарского, д. 4",,,ул луначарского,4
"ул Межевая, 53/57",,,ул межевая,53/57
"ул Межевая, д. 15, кв. 15",,,ул межевая,15
"ул Межевая, д. 15, кв. 35",,,ул межевая,15
"ул Межевая, д. 15, кв. 37",,,ул межевая,15
"ул Межевая, д. 15, кв. 44",,,ул межевая,15
"ул Межевая, д. 15, кв. 56",,,ул межевая,15
"ул Межевая, д. 15, кв. 64",,,ул межевая,15
"ул Межевая, д. 15, кв. 71",,,ул межевая,15
"ул Межевая, д. 15, кв. 74",,,ул межевая,15
"ул Межевая, д. 15, кв. 75",,,ул межевая,15
"ул Межевая, д. 15, кв. 78",,,ул межевая,15
"ул Межевая, д. 15, кв. 83",,,ул межевая,15
"ул Межевая, д. 15, кв. 84",,,ул межевая,15
"ул Межевая, д. 15, кв. 86",,,ул межевая,15
"ул Межевая, д. 15, кв. 98",,,ул межевая,15
"ул Межевая, д. 17, кв. 11",,,ул межевая,17
"ул Межевая, д. 17, кв. 13",,,ул межевая,17
"ул Межевая, д. 17, кв. 16",,,ул межевая,17
"ул Межевая, д. 17, кв. 18",,,ул межевая,17
"ул Межевая, д. 17, кв. 19",,,ул межевая,17
"ул Межевая, д. 17, кв. 23",,,ул межевая,17
"ул Межевая, д. 17, кв. 28",,,ул межевая,17
"ул Межевая, д. 17, кв. 34",,,ул межевая,17
"ул Межевая, д. 17, кв. 35",,,ул межевая,17
"ул Межевая, д. 17, кв. 36",,,ул межевая,17
"ул Межевая, д. 17, кв. 38",,,ул межевая,17
"ул Межевая, д. 17, кв. 40",,,ул межевая,17
"ул Межевая, д. 17, кв. 45",,,ул межевая,17
"ул Межевая, д. 17, кв. 46",,,ул межевая,17
"ул Межевая, д. 17, кв. 47",,,ул межевая,17
"ул Межевая, д. 17, кв. 5",,,ул межевая,17
"ул Межевая, д. 17, кв. 50",,,ул межевая,17
"ул Межевая, д. 17, кв. 53",,,ул межевая,17
"ул Межевая, д. 17, кв. 54",,,ул межевая,17
"ул Межевая, д. 17, кв. 56",,,ул межевая,17
"ул Межевая, д. 17, кв. 58",,,ул межевая,17
"ул Межевая, д. 17, кв. 6",,,ул межевая,17
"ул Межевая, д. 17, кв. 61",,,ул межевая,17
"ул Межевая, д. 17, кв. 63",,,ул межевая,17
"ул Межевая, д. 17, кв. 64",,,ул межевая,17
"ул Межевая, д. 17, кв. 71",,,ул межевая,17
"ул Межевая, д. 17, кв. 79",,,ул межевая,17
"ул Межевая, д. 17, кв. 88",,,ул межевая,17
"ул Межевая, д. 17, кв. 9",,,ул межевая,17
"ул Межевая, д. 17, кв. 90",,,ул межевая,17
"ул Межевая, д. 17, кв. 97",,,ул межевая,17
"ул Межевая, д. 19, кв. 13",,,ул межевая,19
"ул Межевая, д. 19, кв. 14",,,ул межевая,19
"ул Межевая, д. 19, кв. 2",,,ул межевая,19
"ул Межевая, д. 19, кв. 21",,,ул межевая,19
"ул Межевая, д. 19, кв. 26",,,ул межевая,19
"ул Межевая, д. 19, кв. 27",,,ул межевая,19
"ул Межевая, д. 19, кв. 3",,,ул межевая,19
"ул Межевая, д. 19, кв. 34",,,ул межевая,19
"ул Межевая, д. 19, кв. 36",,,ул межевая,19
"ул Межевая, д. 19, кв. 39",,,ул межевая,19
"ул Межевая, д. 19, кв. 43",,,ул межевая,19
"ул Межевая, д. 19, кв. 46",,,ул межевая,19
"ул Межевая, д. 19, кв. 51",,,ул межевая,19
"ул Межевая, д. 19, кв. 53",,,ул межевая,19
"ул Межевая, д. 19, кв. 54",,,ул межевая,19
"ул Межевая, д. 19, кв. 6",,,ул межевая,19
"ул Межевая, д. 19, кв. 60",,,ул межевая,19
"ул Межевая, д. 19, кв. 9",,,ул межевая,19
"ул Менделеева, д. 33б",,,ул менделеева,33б
"ул Мерзляка, 14",,,ул мерзляка,14
"ул Мерзляка, 2",,,ул мерзляка,2
"ул Мерзляка, 6",,,ул мерзляка,6
"ул Мерзляка, 8",,,ул мерзляка,8
"ул Молонова, 2",,,ул молонова,2
"ул Молонова, 4",,,ул молонова,4
"ул Молонова, 5",,,ул молонова,5
"ул Молонова, 6а",,,ул молонова,6а
"ул Московская, д. 61, кв. 1",,,ул московская,61
"ул Московская, д. 61, кв. 100",,,ул московская,61
"ул Московская, д. 61, кв. 102",,,ул московская,61
"ул Московская, д. 61, кв. 104",,,ул московская,61
"ул Московская, д. 61, кв. 105",,,ул московская,61
"ул Московская, д. 61, кв. 106",,,ул московская,61
"ул Московская, д. 61, кв. 107",,,ул московская,61
"ул Московская, д. 61, кв. 108",,,ул московская,61
"ул Московская, д. 61, кв. 111",,,ул московская,61
"ул Московская, д. 61, кв. 114",,,ул московская,61
"ул Московская, д. 61, кв. 115",,,ул московская,61
"ул Московская, д. 61, кв. 12",,,ул московская,61
"ул Московская, д. 61, кв. 120",,,ул московская,61
"ул Московская, д. 61, кв. 126",,,ул московская,61
"ул Московская, д. 61, кв. 128",,,ул московская,61
"ул Московская, д. 61, кв. 133",,,ул московская,61
"ул Московская, д. 61, кв. 134",,,ул московская,61
"ул Московская, д. 61, кв. 137",,,ул московская,61
"ул Московская, д. 61, кв. 138",,,ул московская,61
"ул Московская, д. 61, кв. 139",,,ул московская,61
"ул Московская, д. 61, кв. 14",,,ул московская,61
"ул Московская, д. 61, кв. 140",,,ул московская,61
"ул Московская, д. 61, кв. 15",,,ул московская,61
"ул Московская, д. 61, кв. 16",,,ул московская,61
"ул Московская, д. 61, кв. 18",,,ул московская,61
"ул Московская, д. 61, кв. 2",,,ул московская,61
"ул Московская, д. 61, кв. 20",,,ул московская,61
"ул Московская, д. 61, кв. 22",,,ул московская,61
"ул Московская, д. 61, кв. 23",,,ул московская,61
"ул Московская, д. 61, кв. 24",,,ул московская,61
"ул Московская, д. 61, кв. 26",,,ул московская,61
"ул Московская, д. 61, кв. 27",,,ул московская,61
"ул Московская, д. 61, кв. 28",,,ул московская,61
"ул Московская, д. 61, кв. 3",,,ул московская,61
"ул Московская, д. 61, кв. 30",,,ул московская,61
"ул Московская, д. 61, кв. 31",,,ул московская,61
"ул Московская, д. 61, кв. 32",,,ул московская,61
"ул Московская, д. 61, кв. 33",,,ул московская,61
"ул Московская, д. 61, кв. 34",,,ул московская,61
"ул Московская, д. 61, кв. 37",,,ул московская,61
"ул Московская, д. 61, кв. 38",,,ул московская,61
"ул Московская, д. 61, кв. 39",,,ул московская,61
"ул Московская, д. 61, кв. 4",,,ул московская,61
"ул Московская, д. 61, кв. 40",,,ул московская,61
"ул Московская, д. 61, кв. 42",,,ул московская,61
"ул Московская, д. 61, кв. 43",,,ул московская,61
"ул Московская, д. 61, кв. 44",,,ул московская,61
"ул Московская, д. 61, кв. 46",,,ул московская,61
"ул Московская, д. 61, кв. 48",,,ул московская,61
"ул Московская, д. 61, кв. 50",,,ул московская,61
"ул Московская, д. 61, кв. 51",,,ул московская,61
"ул Московская, д. 61, кв. 52",,,ул московская,61
"ул Московская, д. 61, кв. 53",,,ул московская,61
"ул Московская, д. 61, кв. 54",,,ул московская,61
"ул Московская, д. 61, кв. 55",,,ул московская,61
"ул Московская, д. 61, кв. 56",,,ул московская,61
"ул Московская, д. 61, кв. 59",,,ул московская,61
"ул Московская, д. 61, кв. 61",,,ул московская,61
"ул Московская, д. 61, кв. 62",,,ул московская,61
"ул Московская, д. 61, кв. 66",,,ул московская,61
"ул Московская, д. 61, кв. 69",,,ул московская,61
"ул Московская, д. 61, кв. 70",,,ул московская,61
"ул Московская, д. 61, кв. 72",,,ул московская,61
"ул Московская, д. 61, кв. 73",,,ул московская,61
"ул Московская, д. 61, кв. 78",,,ул московская,61
"ул Московская, д. 61, кв. 80",,,ул московская,61
"ул Московская, д. 61, кв. 83",,,ул московская,61
"ул Московская, д. 61, кв. 84",,,ул московская,61
"ул Московская, д. 61, кв. 86",,,ул московская,61
"ул Московская, д. 61, кв. 87",,,ул московская,61
"ул Московская, д. 61, кв. 88",,,ул московская,61
"ул Московская, д. 61, кв. 89",,,ул московская,61
"ул Московская, д. 61, кв. 9",,,ул московская,61
"ул Московская, д. 61, кв. 90",,,ул московская,61
"ул Московская, д. 61, кв. 92",,,ул московская,61
"ул Московская, д. 61, кв. 93",,,ул московская,61
"ул Московская, д. 61, кв. 94",,,ул московская,61
"ул Московская, д. 61, кв. 95",,,ул московская,61
"ул Московская, д. 61, кв. 97",,,ул московская,61
"ул Московская, д. 61, кв. 99",,,ул московская,61
"ул Народная, д. 24",,,ул народная,24
ул Олимпийская д. 175 кв 15,,,ул олимпииская д. 175 кв 15,ул олимпииская  175 кв 15
